Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
2,1,7.0,3.81,4.35,2.72,7.5,29.02,54.4,2.72
4,0,12.0,5.53,6.32,3.95,24.5,26.7,79.0,3.95
2,1,11.0,3.58,4.1,2.56,17.0,12.96000000000001,51.2,2.56
2,1,10.0,4.73,5.41,3.38,20.5,23.58,67.6,3.38
12,1,12.0,5.19,5.94,3.71,18.5,28.86,74.2,3.71
2,1,8.0,3.0,3.42,2.14,15.5,10.73999999999999,42.8,2.14
2,1,12.0,4.93,5.63,3.52,18.0,26.32000000000001,70.4,3.52
3,0,14.0,5.29,6.05,3.78,24.0,22.47999999999999,75.6,3.78
8,1,13.0,5.25,6.0,3.75,17.75,29.25,75.0,3.75
7,0,5.0,3.89,4.45,2.78,8.0,31.48,55.6,2.78
2,1,10.0,4.8,5.49,3.43,13.75,31.13,68.6,3.43
6,0,1.0,2.31,2.64,1.65,23.0,2.399999999999999,33.0,1.65
5,0,13.0,5.4,6.18,3.86,12.0,36.76000000000001,77.2,3.86
12,1,11.0,4.84,5.54,3.46,11.5,32.86,69.2,3.46
8,1,10.0,4.2,4.8,3.0,16.0,22.0,60.0,3.0
7,0,6.0,3.23,3.7,2.31,8.5,22.46,46.2,2.31
5,0,5.0,1.65,1.89,1.18,2.5,11.38,23.6,1.18
2,1,13.0,5.07,5.79,3.62,17.0,27.92,72.4,3.62
11,1,11.0,4.0,4.58,2.86,17.75,17.01000000000001,57.2,2.86
4,0,9.0,3.99,4.56,2.85,7.0,29.6,57.0,2.85
5,0,10.0,4.37,4.99,3.12,11.5,28.41999999999999,62.4,3.12
12,1,13.0,4.65,5.31,3.32,6.0,34.12,66.4,3.32
2,1,11.0,4.89,5.58,3.49,19.0,25.84,69.8,3.49
6,0,15.0,5.52,6.3,3.94,21.0,27.03999999999999,78.8,3.94
10,1,6.0,3.92,4.48,2.8,18.83,19.97,56.0,2.8
1,1,12.0,4.41,5.04,3.15,17.0,21.40000000000001,63.0,3.15
7,1,5.0,3.01,3.44,2.15,11.0,18.4,43.0,2.15
12,1,14.0,5.57,6.37,3.98,23.0,26.67999999999999,79.6,3.98
10,1,1.0,3.12,3.57,2.23,3.5,31.18,44.6,2.23
11,1,13.0,4.41,5.04,3.15,10.0,27.40000000000001,63.0,3.15
5,0,14.0,4.89,5.58,3.49,25.0,16.84,69.8,3.49
5,0,13.0,5.01,5.73,3.58,19.0,25.27999999999999,71.6,3.58
5,0,2.0,1.58,1.81,1.13,1.0,15.08,22.6,1.13
2,1,14.0,3.43,3.92,2.45,20.25,4.950000000000003,49.0,2.45
2,1,6.0,3.86,4.42,2.76,3.5,34.66,55.2,2.76
4,0,8.0,3.68,4.21,2.63,17.0,17.08000000000001,52.6,2.63
6,0,9.0,4.63,5.3,3.31,14.0,29.96000000000001,66.2,3.31
4,0,14.0,5.6,6.4,4.0,23.5,26.5,80.0,4.0
7,1,9.0,3.98,4.54,2.84,16.5,19.94,56.8,2.84
2,1,9.0,4.54,5.18,3.24,12.5,30.34,64.8,3.24
5,0,8.0,2.53,2.9,1.81,9.0,11.96,36.2,1.81
11,1,15.0,5.12,5.86,3.66,24.0,19.56,73.2,3.66
2,1,6.0,4.02,4.59,2.87,18.0,21.91999999999999,57.4,2.87
7,0,11.0,3.61,4.13,2.58,12.5,17.78,51.6,2.58
6,0,13.0,3.85,4.4,2.75,16.5,14.5,55.0,2.75
7,1,7.0,3.44,3.94,2.46,16.5,15.86,49.2,2.46
2,1,7.0,3.92,4.48,2.8,11.5,26.3,56.0,2.8
5,0,6.0,3.56,4.06,2.54,8.5,26.14,50.8,2.54
4,0,2.0,1.27,1.46,0.91,1.0,11.56,18.2,0.91
8,1,11.0,4.38,5.01,3.13,11.75,27.33000000000001,62.6,3.13
2,1,7.0,3.35,3.82,2.39,11.0,20.24,47.8,2.39
1,1,11.0,5.04,5.76,3.6,20.5,26.1,72.0,3.6
11,1,13.0,2.69,3.07,1.92,11.5,6.219999999999999,38.4,1.92
4,0,14.0,4.86,5.55,3.47,18.0,23.52000000000001,69.4,3.47
12,1,11.0,3.86,4.42,2.76,11.0,22.16,55.2,2.76
12,1,9.0,3.61,4.13,2.58,18.5,13.78,51.6,2.58
8,1,9.0,4.12,4.7,2.94,18.5,19.53999999999999,58.8,2.94
6,0,10.0,4.38,5.01,3.13,17.0,23.08000000000001,62.6,3.13
2,1,5.0,5.08,5.81,3.63,23.0,30.08,72.6,3.63
11,1,12.0,4.42,5.06,3.16,16.0,22.56,63.2,3.16
2,0,8.0,4.26,4.86,3.04,7.0,33.64,60.8,3.04
12,1,5.0,3.95,4.51,2.82,11.0,29.12,56.4,2.82
3,0,6.0,3.63,4.14,2.59,11.0,24.44,51.8,2.59
7,1,13.0,4.44,5.07,3.17,20.0,17.72,63.4,3.17
8,1,12.0,4.73,5.41,3.38,20.5,21.58,67.6,3.38
2,1,13.0,5.1,5.82,3.64,23.0,22.23999999999999,72.8,3.64
12,1,3.0,4.59,5.25,3.28,17.0,32.47999999999999,65.6,3.28
2,1,12.0,4.1,4.69,2.93,9.0,25.88,58.6,2.93
4,0,12.0,4.27,4.88,3.05,13.0,23.8,61.0,3.05
2,1,12.0,4.59,5.25,3.28,18.0,22.47999999999999,65.6,3.28
8,1,5.0,1.83,2.1,1.31,3.5,12.46,26.2,1.31
2,1,14.0,5.21,5.95,3.72,20.0,25.52000000000001,74.4,3.72
2,1,12.0,4.47,5.1,3.19,17.0,22.03999999999999,63.8,3.19
7,1,10.0,3.29,3.76,2.35,7.0,20.6,47.0,2.35
2,1,10.0,5.17,5.9,3.69,13.0,36.03999999999999,73.8,3.69
7,1,9.0,1.82,2.08,1.3,8.25,3.549999999999997,26.0,1.3
12,1,8.0,3.98,4.54,2.84,10.5,26.94,56.8,2.84
11,1,10.0,4.41,5.04,3.15,13.5,26.90000000000001,63.0,3.15
11,1,13.0,3.47,3.97,2.48,14.0,12.68,49.6,2.48
5,0,10.0,3.65,4.18,2.61,14.5,17.26000000000001,52.2,2.61
2,1,11.0,4.4,5.02,3.14,19.0,20.23999999999999,62.8,3.14
2,1,10.0,4.66,5.33,3.33,20.5,22.77999999999999,66.6,3.33
2,1,5.0,4.47,5.1,3.19,7.7,38.34,63.8,3.19
4,0,7.0,3.6,4.11,2.57,6.0,28.12,51.4,2.57
6,0,12.0,4.31,4.93,3.08,12.5,24.78,61.6,3.08
6,0,11.0,4.1,4.69,2.93,5.5,30.38,58.6,2.93
2,1,9.0,4.26,4.86,3.04,13.0,26.64,60.8,3.04
2,1,14.0,3.7,4.22,2.64,19.0,9.239999999999995,52.8,2.64
12,1,12.0,4.65,5.31,3.32,23.5,17.62,66.4,3.32
7,1,11.0,5.14,5.87,3.67,15.5,32.22000000000001,73.4,3.67
12,1,13.0,3.79,4.34,2.71,14.0,16.36,54.2,2.71
8,1,10.0,3.56,4.06,2.54,5.5,25.14,50.8,2.54
5,0,11.0,4.37,4.99,3.12,17.0,21.91999999999999,62.4,3.12
7,0,14.0,4.9,5.6,3.5,23.0,19.0,70.0,3.5
2,1,12.0,4.94,5.65,3.53,24.0,20.47999999999999,70.6,3.53
4,0,10.0,3.88,4.43,2.77,15.5,18.82,55.4,2.77
6,0,9.0,2.76,3.15,1.97,13.0,9.52,39.4,1.97
11,1,9.0,2.86,3.26,2.04,5.5,18.14,40.8,2.04
2,1,10.0,4.24,4.85,3.03,6.0,32.48,60.6,3.03
5,0,13.0,3.74,4.27,2.67,10.5,19.22,53.4,2.67
4,0,7.0,3.47,3.97,2.48,7.0,25.68,49.6,2.48
12,1,14.0,5.32,6.08,3.8,22.0,24.8,76.0,3.8
7,1,7.0,4.54,5.18,3.24,2.5,42.34,64.8,3.24
11,1,10.0,4.06,4.64,2.9,19.5,16.90000000000001,58.0,2.9
7,1,5.0,3.3,3.78,2.36,2.0,30.76000000000001,47.2,2.36
2,1,8.0,3.92,4.48,2.8,17.5,19.3,56.0,2.8
8,1,5.0,4.2,4.8,3.0,8.0,35.0,60.0,3.0
5,0,13.0,4.79,5.47,3.42,20.0,21.72000000000001,68.4,3.42
2,1,8.0,5.01,5.73,3.58,22.5,26.77999999999999,71.6,3.58
7,1,5.0,4.28,4.9,3.06,19.0,24.96,61.2,3.06
4,0,7.0,4.05,4.62,2.89,11.0,28.23999999999999,57.8,2.89
7,1,12.0,5.39,6.16,3.85,24.5,25.09999999999999,77.0,3.85
12,1,13.0,3.26,3.73,2.33,7.5,16.78,46.6,2.33
4,0,11.0,4.58,5.23,3.27,22.0,19.32000000000001,65.4,3.27
8,1,10.0,5.14,5.87,3.67,18.0,30.72000000000001,73.4,3.67
2,1,5.0,4.63,5.3,3.31,8.0,39.96000000000001,66.2,3.31
2,1,12.0,5.05,5.78,3.61,14.0,31.76000000000001,72.2,3.61
1,1,11.0,5.15,5.89,3.68,20.0,27.88,73.6,3.68
2,0,10.0,2.93,3.34,2.09,5.5,17.94,41.8,2.09
2,1,13.0,3.33,3.81,2.38,15.5,9.580000000000005,47.6,2.38
6,0,2.0,2.31,2.64,1.65,6.0,18.4,33.0,1.65
2,1,11.0,4.21,4.82,3.01,15.0,22.16,60.2,3.01
5,0,15.0,5.32,6.08,3.8,21.5,24.3,76.0,3.8
11,1,7.0,2.44,2.78,1.74,9.0,11.84,34.8,1.74
4,0,15.0,5.6,6.4,4.0,22.0,27.0,80.0,4.0
2,1,13.0,5.08,5.81,3.63,16.0,29.08,72.6,3.63
5,0,4.0,4.03,4.61,2.88,10.0,32.08,57.6,2.88
3,0,9.0,3.91,4.46,2.79,9.0,26.64,55.8,2.79
11,1,14.0,3.57,4.08,2.55,16.0,10.8,51.0,2.55
2,1,8.0,4.54,5.18,3.24,7.5,36.34,64.8,3.24
11,1,13.0,4.68,5.34,3.34,21.0,19.44,66.8,3.34
4,0,13.0,4.42,5.06,3.16,15.0,22.56,63.2,3.16
12,1,15.0,5.57,6.37,3.98,22.0,26.67999999999999,79.6,3.98
11,1,11.0,3.98,4.54,2.84,20.0,14.44,56.8,2.84
2,1,7.0,4.49,5.14,3.21,15.0,29.36,64.2,3.21
2,1,11.0,2.37,2.7,1.69,12.0,4.039999999999996,33.8,1.69
3,0,10.0,3.91,4.46,2.79,9.5,25.14,55.8,2.79
10,1,12.0,4.34,4.96,3.1,15.67,21.93,62.0,3.1
4,0,11.0,5.19,5.94,3.71,20.0,28.36,74.2,3.71
7,1,13.0,4.94,5.65,3.53,21.0,22.47999999999999,70.6,3.53
11,1,8.0,3.85,4.4,2.75,15.5,20.5,55.0,2.75
12,1,11.0,5.03,5.74,3.59,18.0,28.44,71.8,3.59
10,1,13.0,4.21,4.82,3.01,18.0,17.16,60.2,3.01
12,1,13.0,3.26,3.73,2.33,13.0,11.28,46.6,2.33
11,1,11.0,3.04,3.47,2.17,6.0,17.72,43.4,2.17
11,1,7.0,4.84,5.54,3.46,17.5,30.86,69.2,3.46
11,1,14.0,4.05,4.62,2.89,20.5,11.73999999999999,57.8,2.89
4,0,10.0,5.17,5.9,3.69,20.0,29.03999999999999,73.8,3.69
2,1,9.0,4.3,4.91,3.07,12.0,28.12,61.4,3.07
8,1,9.0,3.85,4.4,2.75,17.0,18.0,55.0,2.75
2,1,10.0,3.89,4.45,2.78,9.0,25.48,55.6,2.78
7,1,11.0,3.95,4.51,2.82,16.0,18.12,56.4,2.82
2,1,9.0,3.56,4.06,2.54,13.5,18.14,50.8,2.54
3,0,7.0,2.44,2.78,1.74,8.0,12.84,34.8,1.74
2,1,14.0,4.13,4.72,2.95,15.0,18.2,59.0,2.95
11,1,6.0,3.43,3.92,2.45,5.0,28.2,49.0,2.45
11,1,7.0,3.79,4.34,2.71,19.0,17.36,54.2,2.71
5,0,5.0,3.82,4.37,2.73,6.5,32.18,54.6,2.73
1,1,5.0,3.09,3.54,2.21,15.0,15.36,44.2,2.21
2,1,8.0,3.99,4.56,2.85,17.5,20.09999999999999,57.0,2.85
1,1,12.0,3.54,4.05,2.53,5.5,22.98,50.6,2.53
2,1,14.0,4.98,5.7,3.56,15.0,27.96000000000001,71.2,3.56
2,1,4.0,2.51,2.86,1.79,7.5,17.14,35.8,1.79
11,1,7.0,3.25,3.71,2.32,20.0,10.12,46.4,2.32
2,1,10.0,4.48,5.12,3.2,20.0,21.2,64.0,3.2
3,0,11.0,4.28,4.9,3.06,19.0,18.96000000000001,61.2,3.06
3,0,14.0,5.03,5.74,3.59,13.0,30.44,71.8,3.59
6,0,2.0,3.51,4.02,2.51,8.0,30.16,50.2,2.51
2,1,5.0,5.01,5.73,3.58,10.5,41.77999999999999,71.6,3.58
8,1,9.0,4.98,5.7,3.56,16.0,31.96000000000001,71.2,3.56
10,1,11.0,3.86,4.42,2.76,18.83,14.33000000000001,55.2,2.76
5,0,13.0,3.81,4.35,2.72,16.0,14.52,54.4,2.72
5,0,9.0,3.63,4.14,2.59,5.0,27.44,51.8,2.59
3,0,8.0,4.28,4.9,3.06,15.0,25.96000000000001,61.2,3.06
2,1,9.0,2.95,3.38,2.11,12.5,12.26000000000001,42.2,2.11
2,1,13.0,5.15,5.89,3.68,22.0,23.88,73.6,3.68
2,1,12.0,3.74,4.27,2.67,19.0,11.72,53.4,2.67
12,1,13.0,4.58,5.23,3.27,16.0,23.32000000000001,65.4,3.27
5,0,12.0,4.33,4.94,3.09,17.5,19.94,61.8,3.09
8,1,8.0,4.98,5.7,3.56,19.0,29.96000000000001,71.2,3.56
2,1,10.0,4.58,5.23,3.27,13.5,28.82000000000001,65.4,3.27
5,0,9.0,3.39,3.87,2.42,12.0,17.72,48.4,2.42
7,1,14.0,4.86,5.55,3.47,19.25,22.27000000000001,69.4,3.47
6,0,9.0,4.45,5.09,3.18,15.0,26.88,63.6,3.18
5,0,8.0,3.91,4.46,2.79,1.0,35.64,55.8,2.79
5,0,14.0,4.98,5.7,3.56,20.0,22.96000000000001,71.2,3.56
5,0,10.0,4.89,5.58,3.49,10.5,35.34,69.8,3.49
2,1,4.0,3.16,3.62,2.26,2.0,30.16,45.2,2.26
11,1,10.0,4.28,4.9,3.06,14.5,24.46000000000001,61.2,3.06
12,1,14.0,4.82,5.5,3.44,20.0,21.03999999999999,68.8,3.44
2,1,11.0,4.77,5.46,3.41,13.5,30.06,68.2,3.41
2,1,6.0,2.88,3.3,2.06,5.5,21.46,41.2,2.06
7,1,3.0,3.68,4.21,2.63,4.0,35.08,52.6,2.63
5,0,14.0,3.68,4.21,2.63,8.0,20.08000000000001,52.6,2.63
5,0,8.0,3.5,4.0,2.5,11.0,21.0,50.0,2.5
2,1,6.0,4.02,4.59,2.87,6.5,33.42,57.4,2.87
3,0,8.0,4.16,4.75,2.97,13.0,26.52,59.4,2.97
5,0,12.0,3.86,4.42,2.76,16.0,16.16,55.2,2.76
2,1,4.0,2.91,3.33,2.08,7.0,22.28,41.6,2.08
12,1,11.0,4.27,4.88,3.05,9.0,28.8,61.0,3.05
2,0,13.0,4.4,5.02,3.14,14.0,23.23999999999999,62.8,3.14
11,1,11.0,5.0,5.71,3.57,16.5,29.62,71.4,3.57
12,1,14.0,5.15,5.89,3.68,20.0,24.88,73.6,3.68
2,1,8.0,3.82,4.37,2.73,16.5,19.18,54.6,2.73
12,1,9.0,3.56,4.06,2.54,9.0,22.64,50.8,2.54
2,1,10.0,5.31,6.06,3.79,15.5,35.14,75.8,3.79
1,1,11.0,3.86,4.42,2.76,17.0,16.16,55.2,2.76
10,1,10.0,5.01,5.73,3.58,18.75,28.52999999999999,71.6,3.58
8,1,13.0,5.28,6.03,3.77,22.0,25.32000000000001,75.4,3.77
10,1,10.0,3.37,3.86,2.41,16.0,12.56,48.2,2.41
2,1,13.0,4.72,5.39,3.37,24.0,16.92,67.4,3.37
2,1,8.0,4.94,5.65,3.53,14.0,34.47999999999999,70.6,3.53
7,0,6.0,2.28,2.61,1.63,4.0,16.08,32.6,1.63
11,1,6.0,4.56,5.22,3.26,11.0,35.16,65.2,3.26
2,0,7.0,3.65,4.18,2.61,7.0,27.76,52.2,2.61
2,1,11.0,4.26,4.86,3.04,12.0,25.64,60.8,3.04
2,1,9.0,4.83,5.52,3.45,22.0,24.2,69.0,3.45
12,1,13.0,4.96,5.66,3.54,21.5,22.14,70.8,3.54
11,1,11.0,3.98,4.54,2.84,13.5,20.94,56.8,2.84
6,0,12.0,3.6,4.11,2.57,10.0,19.12,51.4,2.57
2,1,11.0,5.17,5.9,3.69,12.5,35.53999999999999,73.8,3.69
6,0,13.0,3.47,3.97,2.48,6.5,20.18,49.6,2.48
1,1,6.0,4.49,5.14,3.21,14.0,31.36,64.2,3.21
2,1,12.0,4.97,5.68,3.55,22.0,22.8,71.0,3.55
3,0,6.0,4.49,5.14,3.21,15.5,29.86,64.2,3.21
4,0,5.0,3.72,4.26,2.66,3.5,34.06,53.2,2.66
6,0,13.0,5.43,6.21,3.88,24.0,25.08,77.6,3.88
8,1,9.0,1.75,2.0,1.25,6.0,5.0,25.0,1.25
6,0,5.0,2.35,2.69,1.68,5.0,16.88,33.6,1.68
11,1,11.0,3.68,4.21,2.63,14.0,17.08000000000001,52.6,2.63
11,1,8.0,4.41,5.04,3.15,14.0,28.40000000000001,63.0,3.15
5,0,6.0,2.67,3.06,1.91,4.0,20.56,38.2,1.91
3,0,13.0,4.09,4.67,2.92,9.5,24.22,58.4,2.92
6,0,11.0,3.57,4.08,2.55,3.0,26.8,51.0,2.55
11,1,7.0,3.91,4.46,2.79,9.0,28.64,55.8,2.79
5,0,15.0,5.33,6.1,3.81,23.0,22.96000000000001,76.2,3.81
2,1,10.0,4.55,5.2,3.25,17.0,25.0,65.0,3.25
5,0,2.0,1.74,1.98,1.24,8.0,9.84,24.8,1.24
1,1,11.0,3.44,3.94,2.46,10.0,18.36,49.2,2.46
1,1,6.0,4.45,5.09,3.18,22.0,22.88,63.6,3.18
4,0,15.0,5.21,5.95,3.72,20.0,24.52000000000001,74.4,3.72
11,1,11.0,3.15,3.6,2.25,7.5,17.5,45.0,2.25
11,1,9.0,4.35,4.98,3.11,15.5,25.26000000000001,62.2,3.11
10,1,4.0,3.71,4.24,2.65,16.0,22.4,53.0,2.65
2,0,12.0,4.28,4.9,3.06,21.5,15.46000000000001,61.2,3.06
2,1,8.0,4.1,4.69,2.93,11.0,27.88,58.6,2.93
3,0,11.0,3.74,4.27,2.67,19.0,12.72,53.4,2.67
2,1,14.0,4.96,5.66,3.54,15.5,27.14,70.8,3.54
2,1,12.0,3.84,4.38,2.74,15.5,16.34,54.8,2.74
11,1,14.0,4.7,5.38,3.36,20.5,19.26000000000001,67.2,3.36
2,1,12.0,4.87,5.57,3.48,18.0,25.67999999999999,69.6,3.48
11,1,13.0,5.1,5.82,3.64,25.0,20.23999999999999,72.8,3.64
5,0,12.0,2.76,3.15,1.97,8.5,11.02,39.4,1.97
2,1,11.0,5.11,5.84,3.65,17.5,29.90000000000001,73.0,3.65
5,0,10.0,3.5,4.0,2.5,10.5,19.5,50.0,2.5
2,0,4.0,4.12,4.7,2.94,8.0,35.04,58.8,2.94
10,1,8.0,3.67,4.19,2.62,12.0,21.92,52.4,2.62
5,0,4.0,3.5,4.0,2.5,10.0,26.0,50.0,2.5
7,0,12.0,4.9,5.6,3.5,14.0,30.0,70.0,3.5
7,1,12.0,4.89,5.58,3.49,21.0,22.84,69.8,3.49
7,0,10.0,4.9,5.6,3.5,15.0,31.0,70.0,3.5
2,1,12.0,4.87,5.57,3.48,19.0,24.67999999999999,69.6,3.48
12,1,10.0,3.82,4.37,2.73,13.0,20.68,54.6,2.73
7,1,2.0,3.16,3.62,2.26,11.5,22.66,45.2,2.26
11,1,10.0,4.48,5.12,3.2,12.0,29.2,64.0,3.2
10,1,10.0,5.42,6.19,3.87,19.5,32.42,77.4,3.87
6,0,15.0,5.21,5.95,3.72,25.0,19.52000000000001,74.4,3.72
7,1,11.0,3.84,4.38,2.74,21.0,11.84,54.8,2.74
2,1,9.0,2.9,3.31,2.07,5.0,19.12,41.4,2.07
5,0,10.0,3.46,3.95,2.47,10.5,19.02,49.4,2.47
12,1,11.0,3.35,3.82,2.39,16.0,11.23999999999999,47.8,2.39
5,0,4.0,2.53,2.9,1.81,1.5,23.46,36.2,1.81
2,1,9.0,4.44,5.07,3.17,16.5,25.22,63.4,3.17
12,1,15.0,4.77,5.46,3.41,25.0,14.56,68.2,3.41
2,1,11.0,4.23,4.83,3.02,20.0,17.32,60.4,3.02
5,0,9.0,4.65,5.31,3.32,14.5,29.62,66.4,3.32
7,1,6.0,2.52,2.88,1.8,5.5,17.3,36.0,1.8
12,1,4.0,4.02,4.59,2.87,17.5,24.41999999999999,57.4,2.87
5,0,13.0,5.21,5.95,3.72,12.5,34.02000000000001,74.4,3.72
4,0,15.0,5.32,6.08,3.8,12.0,33.8,76.0,3.8
2,0,6.0,3.54,4.05,2.53,11.5,22.98,50.6,2.53
7,0,12.0,5.42,6.19,3.87,22.0,27.92,77.4,3.87
4,0,14.0,5.53,6.32,3.95,24.5,24.7,79.0,3.95
2,1,7.0,4.62,5.28,3.3,16.0,29.8,66.0,3.3
1,1,10.0,4.09,4.67,2.92,21.0,15.72,58.4,2.92
2,1,8.0,4.77,5.46,3.41,15.5,31.06,68.2,3.41
3,0,13.0,4.79,5.47,3.42,18.5,23.22000000000001,68.4,3.42
11,1,12.0,3.18,3.63,2.27,15.0,9.32,45.4,2.27
5,0,10.0,5.03,5.74,3.59,23.0,24.44,71.8,3.59
5,0,13.0,4.96,5.66,3.54,6.0,37.64,70.8,3.54
2,1,11.0,4.97,5.68,3.55,18.5,27.3,71.0,3.55
12,1,12.0,4.03,4.61,2.88,25.0,9.080000000000005,57.6,2.88
3,0,3.0,2.67,3.06,1.91,2.75,24.81,38.2,1.91
5,0,14.0,5.1,5.82,3.64,8.0,36.23999999999999,72.8,3.64
2,1,6.0,4.45,5.09,3.18,18.0,26.88,63.6,3.18
2,1,13.0,4.38,5.01,3.13,17.5,19.58000000000001,62.6,3.13
6,0,2.0,2.95,3.38,2.11,3.5,28.26000000000001,42.2,2.11
1,1,5.0,4.89,5.58,3.49,25.0,25.84,69.8,3.49
6,0,9.0,3.91,4.46,2.79,16.0,19.64,55.8,2.79
2,1,9.0,5.31,6.06,3.79,19.0,32.64,75.8,3.79
5,0,6.0,4.68,5.34,3.34,9.0,38.44,66.8,3.34
2,1,9.0,4.42,5.06,3.16,13.0,28.56,63.2,3.16
2,1,10.0,5.08,5.81,3.63,16.0,32.08,72.6,3.63
2,1,9.0,4.02,4.59,2.87,15.0,21.91999999999999,57.4,2.87
2,1,7.0,4.03,4.61,2.88,10.0,29.08,57.6,2.88
7,1,8.0,4.35,4.98,3.11,14.75,27.01000000000001,62.2,3.11
2,1,5.0,3.05,3.49,2.18,15.0,14.88,43.6,2.18
2,1,13.0,4.93,5.63,3.52,15.0,28.32000000000001,70.4,3.52
2,1,9.0,4.97,5.68,3.55,15.5,32.3,71.0,3.55
2,1,15.0,5.11,5.84,3.65,19.5,23.90000000000001,73.0,3.65
7,1,6.0,4.07,4.66,2.91,3.25,37.31,58.2,2.91
5,0,11.0,4.42,5.06,3.16,19.5,20.06,63.2,3.16
6,0,5.0,2.2,2.51,1.57,7.0,13.12,31.4,1.57
5,0,11.0,4.24,4.85,3.03,7.5,29.98,60.6,3.03
6,0,13.0,5.43,6.21,3.88,23.0,26.08,77.6,3.88
11,1,11.0,5.33,6.1,3.81,19.5,30.46000000000001,76.2,3.81
2,1,11.0,5.26,6.02,3.76,15.0,34.16,75.2,3.76
5,0,11.0,4.96,5.66,3.54,16.5,29.14,70.8,3.54
2,0,12.0,4.42,5.06,3.16,12.0,26.56,63.2,3.16
10,1,10.0,2.42,2.77,1.73,15.5,2.18,34.6,1.73
7,1,13.0,5.4,6.18,3.86,20.5,28.26000000000001,77.2,3.86
2,1,7.0,4.34,4.96,3.1,14.5,28.09999999999999,62.0,3.1
6,0,9.0,4.52,5.17,3.23,15.5,27.17999999999999,64.6,3.23
2,1,10.0,2.95,3.38,2.11,9.0,14.76000000000001,42.2,2.11
12,1,11.0,4.63,5.3,3.31,19.0,22.96000000000001,66.2,3.31
4,0,14.0,3.89,4.45,2.78,4.5,25.98,55.6,2.78
8,1,7.0,3.5,4.0,2.5,4.0,29.0,50.0,2.5
7,1,13.0,2.66,3.04,1.9,7.0,10.4,38.0,1.9
7,0,6.0,3.89,4.45,2.78,12.0,26.48,55.6,2.78
2,1,9.0,4.63,5.3,3.31,18.5,25.46000000000001,66.2,3.31
5,0,6.0,5.1,5.82,3.64,13.5,38.73999999999999,72.8,3.64
5,0,11.0,4.87,5.57,3.48,17.5,27.17999999999999,69.6,3.48
1,1,8.0,4.76,5.44,3.4,15.5,30.90000000000001,68.0,3.4
2,1,11.0,4.26,4.86,3.04,14.75,22.89,60.8,3.04
2,1,13.0,4.47,5.1,3.19,18.0,20.03999999999999,63.8,3.19
11,1,7.0,4.06,4.64,2.9,15.0,24.40000000000001,58.0,2.9
2,1,12.0,4.79,5.47,3.42,18.5,24.22000000000001,68.4,3.42
4,0,9.0,4.0,4.58,2.86,17.5,19.26000000000001,57.2,2.86
12,1,11.0,5.31,6.06,3.79,21.0,28.64,75.8,3.79
4,0,8.0,4.44,5.07,3.17,9.0,33.72,63.4,3.17
12,1,12.0,5.36,6.13,3.83,18.5,30.77999999999999,76.6,3.83
8,1,15.0,0.1575,4.0,3.0,24.3425,31.5,78.0,3.75
2,1,4.0,2.16,2.46,1.54,9.5,11.14,30.8,1.54
2,0,5.0,3.7,4.22,2.64,6.0,31.24,52.8,2.64
8,1,15.0,5.19,5.94,3.71,12.0,32.36,74.2,3.71
2,0,14.0,4.4,5.02,3.14,23.0,13.23999999999999,62.8,3.14
2,0,11.0,5.47,6.26,3.91,21.0,30.56,78.2,3.91
2,1,11.0,4.7,5.38,3.36,22.5,20.26000000000001,67.2,3.36
5,0,14.0,5.4,6.18,3.86,23.0,24.76000000000001,77.2,3.86
8,1,12.0,4.2,4.8,3.0,7.5,28.5,60.0,3.0
6,0,9.0,5.4,6.18,3.86,18.5,34.26000000000001,77.2,3.86
1,1,8.0,2.48,2.83,1.77,9.5,10.82,35.4,1.77
12,1,11.0,4.94,5.65,3.53,16.0,29.47999999999999,70.6,3.53
2,0,9.0,5.0,5.71,3.57,15.5,32.62,71.4,3.57
7,0,4.0,2.93,3.34,2.09,7.0,22.44,41.8,2.09
11,1,5.0,3.39,3.87,2.42,18.5,15.22,48.4,2.42
4,0,11.0,4.86,5.55,3.47,10.0,34.52000000000001,69.4,3.47
7,1,10.0,3.78,4.32,2.7,6.5,26.7,54.0,2.7
7,1,4.0,2.94,3.36,2.1,14.0,15.6,42.0,2.1
7,1,11.0,5.6,6.4,4.0,19.0,34.0,80.0,4.0
5,0,11.0,4.75,5.42,3.39,14.0,29.23999999999999,67.8,3.39
12,1,10.0,3.39,3.87,2.42,14.0,14.72,48.4,2.42
12,1,11.0,3.92,4.48,2.8,17.5,16.3,56.0,2.8
10,1,12.0,4.09,4.67,2.92,18.0,16.72,58.4,2.92
5,0,11.0,3.49,3.98,2.49,15.0,13.84,49.8,2.49
7,1,9.0,4.69,5.36,3.35,18.5,26.09999999999999,67.0,3.35
2,0,8.0,3.58,4.1,2.56,10.0,22.96,51.2,2.56
12,1,8.0,3.98,4.54,2.84,16.0,21.44,56.8,2.84
11,1,10.0,4.17,4.77,2.98,14.0,23.68,59.6,2.98
6,0,10.0,3.61,4.13,2.58,14.5,16.78,51.6,2.58
6,0,13.0,4.42,5.06,3.16,21.0,16.56,63.2,3.16
5,0,8.0,4.56,5.22,3.26,19.0,25.16,65.2,3.26
8,1,13.5,0.21,5.0,4.0,18.29,29.0,70.0,3.5
5,0,7.0,4.37,4.99,3.12,15.0,27.91999999999999,62.4,3.12
